content,rating
Không hiểu trước khi giao hàng có kiểm tra cho khách không nhưng như thế này là unacceptable,1
Dường như hàng đã qua sử dụng bởi vết trầy xước rất nhiều.,1
"Hàng này như đã dùng rồi - đồ cũ. Sước xát rất nhiều, bên trong cũng có điểm tiếp xúc rồi. Thôi thì giá rẻ nên đành chịu",2
"Hộp đã mở và buộc lại bằng dây thun
Thiết bị có dấu hiệu xài rồi và được sữa chữa lại",1
"Mình đã nhận nhưng ko sử dụng dc, bởi ko gắn vừa máy đánh bóng . Cái này chỉ gắn cho máy khoan. Shop ko nói rõ…Vậy có trả lại hay đổi dc không?",2
"Màu đen không giống hình, hàng cũ. Chán thật",1
"Sản phẩm tiện dụng, lúc khóa thì hơi lâu.",4
Giao hàng thiếu.liên hệ shop nói để kiểm tra.chờ mãi không thấy gì.shop làn ăn quá tắc trách.đặt 1 đằng giao một nẻo mà còn thiếu.thu thì đủ tiền.quá thất vọng,1
Chai vệ sinh sên bị mở nắp Sài rồi.,1
"Giao hàng nhanh, đúng 3m , nhưng phản quang hay ko thì chưa sử dụng nên chưa biết 😀",4
Keo ko dính lắm,4
Hàng bị bun keo. Giao nhanh,3
"Cũng không sáng lắm , keo ko dính lắm thua cả keo 2 mặt",3
Tôi mới nhận trưa nay chưa dùng nên chưa biết chất lượng thể nào. sao nắp chai không đính dính vào đai phía dưới mà để mở nắp ra dễ dàng vậy tiki,3
"đặt màu đen nhưng shop nhằm màu khác, chất lượng thì OK,ổn trong tầm giá",2
Hàng khui ra là thấy tưa rồi,2
"Đường chỉ chưa chi tiết, cổ tay chưa bó sát",3
"đạu phụ tao đặt mầu đen nó về mầu xanh, ủa?? gì zạy",1
"Dầu tệ, chất lượng ko tốt tý nào",1
"Vl bình thường, đóng gói cẩn thận",3
Hộp hàng móp méo. Không hiểu vận chuyển hay đâp hàng nữa,3
"Sạc chỉ mỗi 1 cái điện thoại đã thấy yếu, lâu vào pin. sạc nhiều thiết bị chắc ko có kết quả. chất lượng thấp",2
"Hàng chuẩn zin theo quảng cáo,sẽ còn ủng hộ tiki nhiều nữa",4
Giao hàng ko đúng lúc đặt hàng buồn ko có sp thì khỏi giao mất công khách hàng,1
"combo có 1 sản phẩm lỗi không hoạt động, gửi trả cho người bán để đổi sản phẩm mới thì nhà bán gửi lại thiếu hàng, tốn rất nhiều thời gian kết quả đổi lấy trải nghiệm k hề vui vẻ khi mua hàng ở shop. Tạm biệt và không bao giờ mua lại",1
"Đèn hậu phải cắm sạc mới sáng, mà sáng 1 chế độ như hình thôi shop ơi",4
"Sau 4 ngày sử dụng cho thấy Đèn trước tương đối ổn, riêng đèn hậu pin không giữ điện, sạc đầy điện, không sử dụng để 1 ngày là pin cũng tự hết.",2
"Sản phẩm mới mua, pin sạc đầy tiếng kèn kêu rất nhỏ",1
"nhận rồi, nhưng chỉ có đèn xài được còn kèn và đèn hậu bị lỗi nên không xài được, đang chờ đổi lại",1
"Mua Combo đèn trước và sau
Giao mỗi đèn trước????",3
"Mới nhận hàng ngày 17/4/2023 giờ 25/4 2023 đã hư đèn trước, còi rồi. Bảo hành sao đây",1
"Giao đồ cũ, lắp vào ko xài đc, hơi ko vào bánh xe mà thoát ra ở lổ kế bên. Ko biết làm 2 lổ ra hơi để làm gì nữa",1
Tạm được. Ít hơi so với mong đợi 2 pittong.,3
"Giao nhầm sản phẩm, đặt thùng rác có nắp tròn mà giao loại như hình, Tkki giao lại giúp sản phẩm đúng yêu cầu.",2
giao tầm bậy. không có hàng giao bố láo,1
Giao hàng nhanh. Mẫu mã khá đẹp.,4
Tôi đặt mua loại này nhưng nhận được hàng không có màn lcd mà đồng hồ cơ. Tôi không nhận được cuộc gọi nào nhưng lại báo là hẹn lại thời gian giao hàng. Một doanh nghiệp lớn mà làm ăn thế này thì sớm mà muộn cũng phá sản!!! Tiếc là không có 0 sao,1
Dặt cái này giao cái kia là sao z shop?? Làm ăn gì kì vậy?h làm sao để đổi lại món như hình đi shop à,2
Giao sai sản phẩm đặt thiếu uy tính,1
Giao nhầm hàng shop ơi anhabaa,1
"Hàng rất tệ lúc đầu sài được vài lần lúc chạy lúc không, giờ ngỏm luôn",1
độ bám kém lắm 😪😪😪😪😪😪😪,1
không giống như hình không phát sáng không phản quang,1
Keo chán quá vừa dán đã bong rùi 😡😡 phí tiền,1
"Mua về khác trong hình, xe vios 2022 không xài được, lưới bị rách, chê tiki nhe",1
"Combo này uy tín luôn, mặt dưới có lớp lót tránh làm hỏng lớp da xịn của xe. Thoáng mát, vừa vặn ghế xe. Chất lượng dây cao su ngăn cách giữa các miếng gỗ nhỏ tốt hơn thì còn tốt nữa",4
"Sản phẩm chắc chắn, đẹp, lưới chất lượng nhưng dây hơi ngắn!",4
"Chưa hợp cho ghế, dễ mềm và không hỗ trợ được lưng",3
"Mua hàng Sunda, giao hàng GRS là sao vậy shop?",1
"Ko giống như hình ảnh mô ta, chất lượng tệ",1
Very OK rất tiện dụng tôi muốn mua thêm 2 cái nữa,3
tạm được...ổn cho 3 sao xem như ủng hộ,3
"Hàng thì OK, vận chuyển hơi chậm",4
"đặt hàng giá treo kính, giao hàng giá kẹp taplo",4
Hàng rất tệ không sài được,1
Bơm lốp ô tô điện tử tự ngắt 12v hàng quá nhanh hỏng kém chất lượng quá mức tôi nghĩ mới mua bơm được hai lần thì hết chạy được nữa vậy thì bảo hành như thế nào đây,1
"Sản phẩm kém chất lượng, dán lên xe qua 1 đêm là tự rơi ra, quá thất vọng mua sp này!",1
Dùng khá ổn nhưng lớp keo dán không đều nên sau một thời gian thì có bụi chui vào phần không có keo gây mất thẩm mỹ.,4
Không giống mô tả chất liệu cứng dán không dính ôm theo hõm màu ngà vàng chứ không trong suốt không thấy tặng kèm miếng dán gương tóm lại là không ổn khá thất vọng,2
"Giao hàng không đủ như qcao 8/10 chi tiết, dán được 2 ngày rơi mất",1
"Keo dán không dính nha ! 
Không sử dụng được",2
"Dán keo ko dính, bung khi gặp mưa",2
Ok. Đã mua với giá tiền bỏ ra chấp nhận được,4
"Keo ko chắc lắm, dán dễ bị bung ra",3
"Đúng số lượng mẫu mã nhưng k đẹp như trên hình ảnh, chưa dán nhưng có vẻ k dịn đc chắc lắm",3
"Giá của shop là 270.000đ, nhưng khi thanh toán chưa gồm phí vận chuyển lại là 353.160đ. Bao gồm phí vc là 366.860đ. Tôi muốn biết khoản chênh lệch này là như thế nào. Tôi không muốn đánh giá sao, đừng ép.",3
"Mở hộp thấy đã bóc ra, không yên tâm về độ nguyên bản của sản phẩm",1
"Sản phẩm tốt, mùi thơm nhẹ nhàng, hương nước hoa lưu giữ lâu. Sản phẩm đóng gói cẩn thận.
Tiki giao hàng nhanh. Sẽ tiếp tục mua hàng trên Tiki trong thời gian tới.",4
"Chưa dùng, nhưng kể miếng dán to chút nữa thì ok hơn.

Bổ sung đánh giá sau vài tháng sử dụng: miếng dán hóa ra gồm miếng trước màu xanh, miếng sau trong suốt. miếng dán màu xanh có vẻ hơi cản tầm nhìn nên tôi ko dùng tới, nhưng miếng trong suốt thì dùng cũng có hiệu quả chống bám giọt nước li ti, dù chưa phải suất xắc, nhưng ok, đi mưa nhìn ra kính chiếu hậu không bị mù mờ như trước.",4
"Miếng dán kính chiếu hậu theo quảng cảo và đặt hàng là hình elip, nhưng giao hình trọn nhỏ hơn nhiều so với kích cở đặt",1
"giao không đúng mô tả. 
Không có cây hổ trợ dán màu vàng.
Không có 2 miếng hình ellip. 
Giao dư 2 miếng tròn không có đặt.",1
Sao gửi có 2 miếng vậy shop? Tính lừa đảo à? Đề nghị tiki phản hồi này đến shop. Đăng bán 4 miếng mà gửi có 2 miếng quá chán cho shop. Mọi người không nên mua,1
"Đóng gói gì kì cục kẹo thế này, như thế này cong vênh hết sao dán. Yc giao lại được không vậy",1
Kg có tác dụng j cả. Không nên mua. Vì mưa vẫn kg nhìn thấy j,1
Sản phẩm không được tốt sản phẩm không được tốt,3
Chả td gì..ko ngăn đc nước đọng.. Chắc hàng loại 4 gì đó,2
Đã nhận được hàng sớm hơn dự định một ngày. Cảm ơn shop.,4
"Thoa lên lau kính mờ hơn lúc chưa lau, kính có vết nhờn của dung dịch bám vào bề mặt kính. Không hài long",3
hàng sài rất tuyệt vời,4
hàng đúng quảng cáo đóng gói cẩn thận giao hàng nhanh chất lượng phải sử dụng 1 thời gian mới đánh giá được,4
Sạc không ngon. Cái báo % bình báo không chuẩn. Bình nào cũng báo 80>100%. Không tự ngắt khi bình đầy. Cái bình mới  mang sạc thử để qua đêm sáng mai toang luôn cái bình mới (phù tè le). Trả hàng được không shop,2
"Đang thử sạc chưa biết chất lượng thế nào .! 
Quy cách đóng gói - giao hàng - và nhìn sp ok . Sạc thử bình 6ah và 100ah xem củ sạc thế nào mới đánh giá chính xác dc . Chờ phản hồi lần sau . Thank shop",4
Hang qua kèm chất lương  vì mình mua vé cam vào da bo no ma gio nay chua dc hoàn hang,1
"sản phẩm giống như hình , chưa sử dụng nên chưa biết chất lượng lâu dài thế nào ,tạm thời cho 3 sao ,nêu quá trình sử dụng tốt bền thì sửa lại 5 sao sau .",4
"Hàng giao nhanh, nhưng có vẻ hàng dỏm... nhìn nhãn mác là không yên tâm.
Sử dụng không hiệu quả như quảng cáo.
Cho điểm 3/10",2
Không tẩy được kính ố vảy cá như quảng cáo! Chỉ sạch hơn chút,3
hàng không giống hình ảnh minh họa,3
"Màu đẹp y hình, mỏng mát nhẹ nên đeo rất thích, nhưng mặt lòng bàn tay hơi trơn khi chạy xe, phải gồng lên mới nắm được tay ga. Chỉ có điều sau 1 tháng mà bung chỉ vầy là không ưng rồi nhé",4
Alo shop ơi. đồ shop bán là ok. Nhưng shop giao thiếu đèn hậu xe đạp. Mình không có  quay video khi mở hợp. Vì tin shop. Không biết shop có tin mình không??? Cảm thấy hơi buồn,4
"Giao hàng nhanh, sản phẩm giống như trên website quảng cáo.",4
mới dùng và thấy tạm ổn. vì mới xịt lên nhựa và cao su nên chưa biết hiệu quả lâu dài ra sao. được cái nhựa trong mới và bóng hơn :D,4
Không như quảng cáo của người bán,2
dùng ổn,4
"Hàng đểu, lừa đảo. Mua về vừa khui ra đã rớt tháo lung tung, k lắp vô được. Có một số chi tiết nhỏ bị gãy. K xài dc.",1
hít kém lăsài không được,1
Sản phẩm đúng như quảng cáo,4
Chất lượng quá kém dán bị bong hình thức xấu,1
Tầm thường! Không che được nắng,4
"Rất nhiều miếng hút bị cong nên không hút dính được vào kính, tấm che gần như không có tác dụng giảm nhiệt gì.",1
"Rất mỏng, ko che được nắng",2
yêu cầu thu hồi sản phẩm trả lai tiền.,1
"Tấm che thì không vấn đề, nút hít 4 cái hư hết 2. Yêu cầu tiki kiểm tra những chi tiết đó trước khi giao hàng. Có tấm che mà nút hít hư thì là sao mà gắn",3
"bị trầy xước, thiết kế nắp che không được khít, mặt kính quá nhỏ",3
"Trọng lượng gọn nhẹ, build chắc chắn. Điểm trừ là nếu đeo kiếng thì không xài nón này được do kính của nón rất sát mặt.",4
"Mua mũ đen nhám viền vàng giao không viền, đã đổi trả vẫn ngoan cố ship lại hàng cũ!",1
Sản phẩm Sài tạm ổn nhưng sản phẩm bị nức vỡ,3
Máy nhận nhưng ko hoạt động dc,1
"Hàng chất lượng kém,, dây cắm vào tâu vừa bơm được 1 phút đã nóng quá,, máy thì yếu",1
Ảnh quảng cáo 1 kiểu giao hàng 1 kiểu bơm đến 2kg máy nóng bỏng tay làm ăn như shit 😡,1
"Mũ quá bé không đội vừa đầu, đầu trẻ con cũng chưa chắc đã đội vừa. Đề nghị trả hàng",1
shop này treo đầu dê bán mả cha nhà nó nha bà con.. coi ảnh mẫu và coi nó gửi cái quần què j nè... t mua đèn xe máy chứ méo có cần đèn soi ráy tai nha m,2
OK obivggigigivjcjvuc ta zẻ đh oh ìn y đã u đã yd tế sức và y có,1
Đèn tối mù. Ko thấy cái gì luôn. Quá tệ,1
Sản phẩm này không sử dụng được vì không cháy!!!!!!!!!,1
Hàng lỗi lắp vào k sáng 🙈🙈,1
hàng như đom ba chân làm sao lắp được,1
"lỗi sp, hoạt động cùng lúc 2 pha",2
Dùng cũng tiện lợi để bỏ rác lặt vặt trên xe. Chỉ có điểm bất tiện là chỗ gắn ở cửa lên xuống nên dễ va quẹt rớt thùng rác và về lâu dài thì khả năng cao là sẽ gẫy chốt gài vì bằng nhựa.,4
"Nói chung để bỏ rác nhỏ ok, nhưng không treo ngay cửa lên xuống dễ vì dễ vướng",4
thùng rác dán mấy cái sticker nhìn mất thẩm mỹ quá,2
tiền nào của đấy,4
"Nói chung là sản phẩm này chỉ dùng để bơm bóng thôi, bơm lốp xe là không được, các khuyết điểm: hơi vào ít, lò xo nẩy chậm, bơm được nhẹ cân (phản lực 2kg là khó bơm rồi), đế giữ bơm không chắc.",2
"Nhỏ gọn, dùng khẩn cấp được ,nhưng không bền bơm lâu.",4
mua cái bơm mà dao họp không hỏi người đi dao thì ko biết,1
Ko có tí mùi thơm sản phẩm quá tệ . Mọi người cân nhắc,1
Không thơm . Chất lượng bình thường,4
sáp thơm mà có thơm gì đâu,1
Đặt 3 cái nhưng có 2 gói thơm..hình thức ok..mới nhận hàng chưa đánh giá sản phẩm dc,4
"Sáp không thơm lắm, chắc sẽ không mua lại",3
"Cũng vậy vậy, không thấy khác biệt trước và sau khi đánh. Chắc soi kính lúp mới thấy 😃",4
giao hàng nhanh mua về chưa xài chưa biết chất lượng. Trước mắt thấy đóng gói hàng không có bao bì của Tiki rồi. không biết có phải hàng gia khg qua Tiki không.,2
Làm sạch tốt,4
Sài ko thấy hiêu quả,4
Hàng giả. Ko bóng sơn mua uổng tiền,1
sản phẩm quá tệ. nếu bán hàng được thì bán không bán được thì đừng bán lừa người ta. thật sự tệ. mọi người không nên mua hàng nhà shop này. gỉ sét hết rồi vẫn gửi cho khách... không hiểu nổi làm ăn như cc vậy,1
"Đã nhận hàng
hàng ok , lớp mút lót tay bên ngoài hơi mỏng. tậm chât nhận được",4
"đặt mua 4c mà giáo có 1 cái, tiền thì tính *4. Shop làm ăn k uy tín",1
"Vừa khít, tiki giao đúng hẹn. Thanks",4
tôi ko thấy hài lòng .vì đường may kém ..chất lượng phải ko tốt hình như các bạn thất đấy mình mới lấy 10/11/2019 lúc 18h cùng ngày .mà mjk dùng có 5 tiếng thấy nên mjk thấy chất lượng kém ..mjk ko hài lòng ...cacbb lấy hàng chú ý nhé ...,1
Sản phẩm như mo tả. Thiếu pas phía dưới nhưng mình lấy pas của sp khác sửa lại gắn vừa. Shop nên kiểm tra hàng trước khi gửi tránh trường hợp thiếu pas như mình.,4
Phụ kiện không đủ lắp sản phẩm đóng gói công kềnh,3
Mua winner x ma đưa winner v1 thì lắp làm sao,1
"tôi là khách đã mua nhiều sp của sohp. nhưng rất buồn vì thái độ xem thưòng khách hàng của sohp. k có 1 cái lon đềnh nào, bát bắt thì lỗ sai với bolon, làm sao bắt đuợc. mua về ném à! bo xì!",1
"Hình ảnh quảng cáo gây hiểu nhầm hoặc không đúng.
Tôi mua bảng hiện số điện thoại kiêm giá đỡ điện thoại nhưng lại chỉ nhận dc sản phẩm là bảng số điện thoại, ko có giá đỡ điện thoại như hình quảng cáo.",1
"Sản phẩm tạm ổn so với giá thành. 
Shop đóng gói cẩn thận, giao hàng nhanh",4
"Chữ chưa dùng đã nhoè, quá xấu để sử dụng.",2
Dính taplo chỉ có td báo sdt chứ có giữ đc điện thoại đâu.. Đặt đth lên chỉ có mà nhặt suốt ngày,2
số thì được nhưng vấn đề giá điện thoại thì để là sẽ bị lật khi chạy xe,4
"Hàng giao không đúng như  mô tả sản phẩm. Đề nghị Tiki làm việc lại với shop, kiểu như lừa đảo",1
"Hơi nhỏ so với hình dung. Nói chung cũng chưa biết để chỗ nào trên ô tô, có lẽ phải dán đế vào tấm phủ taplo xe?",4
"Chất liệu không như mong đợi. Tiền nào của đấy, ko phàn nàn gì. Gói hàng cẩn thận, thời gian giao hàng đảm bảo",4
mua hai sản phẩm mà gửi thiếu bảng số điện thoại,4
"Sản phẩm chất lượng tốt, nhưng giao hàng không tiến độ như thông báo.",4
"Shop giao nhanh, gói cẩn thận, chờ sử dụng mới biết chất lượng",4
"Tương đối ổn, sẽ ủng hộ",4
"Êm, đàn hồi tốt, nhưng vỏ bọc rất thô ráp. Và ko có dây để buộc cố định vào ghế. Đứng lên lại rơi xuống mặt ghế",4
"mình đặt mua tựa lưng và gối, sao lại gửi mỗi gối thế",1
"OK, mềm hơn thì tốt",4
"Mình đặt hàng là màu đen viền trắng, shop lại giao màu kem, có đổi lại được không ạ.",3
"Mình mua từ hồi 19/06/2022 nhưng tới nay 09/07/2022 mới mang ra dùng. Mình lấy 2 Acquy ra thử, 1 cái trong xe của mình, không đề được (do để 5 tháng nay chưa chạy); 1 cái mình mua mới tuần trước, đang chạy bình thường).
- Cái cũ: Sạc lúc nào cũng báo Full (nhưng gắn vào xe lại ko chạy);
- Cái mới: Sạc cả đêm chẳng lên cục Pin nào?
Bây giờ lâu quá rồi. Không biết nhà bán có bảo hành cho mình không ta? Chứ tiki thì KHẢ NĂNG LÀ KHÔNG rồi. Vì mình mới mua Máy hút sữa cho vợ; mua về xài 3 ngày hỏng; họ mang về bảo hành cả tuần; rồi mang trả lại cho mình cũng không xài được. XEM NHƯ MẤT TIỀN RỒI... Nên mình có cảm giác như bị Tiki và cái nhà bán kia lừa đảo, bán hàng giả, kém chất lượng thì phải. Nên các bạn tránh xa https://tiki.vn/product-p157425942.html?spid=157425943 và tránh xa Siêu thị máy hút sữa này ra nhé https://tiki.vn/cua-hang/sieu-thi-may-hut-sua?source_screen=product_detail&source_engine=organic

Đừng để bị lừa như mình",1
"Thời gian giao hàng: nhanh hơn nhiều so với dự kiến, nhưng không báo trước khi giao hàng.
Về hình thức: sản phẩm đóng gói sơ sài, làm vỏ hộp bị móp méo, khá mất cảm tình
Về chất lượng: sạc bình tốt. Dòng sạc giảm dần khi dung lượng bình tăng lên, giúp bảo vệ tốt cho bình. Có báo điện áp sạc, dòng sạc và nhiệt độ nhưng chưa chính xác lắm. Tự động ngắt khi đầy bình. Nói chung hài lòng về chất lượng, còn độ bền chưa biết vì mới dùng thử lần đầu.",4
"Sau khi test thử 3 bình ắc quy tại nhà (1 bình mới, 1 bình hư, 1 bình đang xài) thì thấy khá là OK. Máy mới hoàn toàn, hoạt động bình thường và khá ngạc nhiên vì nó nhẹ, gọn, dễ sử dụng. Nói chung thấy với giá vậy là ok. Hy vọng là bền.",4
Hàng nhận được báo full dù mới găm và bìanh cũ. Chế độ repair cũng thấy báo bình 100% dù chưa sạc.Đây là bộ sạc vừa đổi. Tình trạng y như bộ sạc trước. Thử với bình của ae công ty cũng tình trạng báo full dù chưa sạc phút nào. Tiki xem thế nào. Lần này là mình trả hàng luôn. Ko đổi nữa. Thất vọng quá.,1
"Mua loại 12V 5A trên bill ghi là 12V 5A nhưng hàng lại là loại 12V 4A, cần nhẹ xọp, lỏng lẻo, nói chung là không hài long, các bạn dự định mua cần can nhắc, giao hàng tương đối nhanh",2
Nhà bán gói chung món này với chai dung dịch bị sút nắp nên hư hết bao bì và chèm nhẹp nên phải trả lại,1
Chưa hài lòng nên cho 24*,4
"Lắp vô ko nhìn thấy gì,thà ko lắp còn hơn",1
Ngon bổ rẻ,4
gọn nhẹ dễ sử dụng còn đó bền thì phải dùng qua moi biết,3
"Mới mua   bị hỏng không dùng được, đổi lại sản phẩm người bán hàng yêu cầu nhiều bước khó",1
Chưa dùng nên chưa biết chất lượng và độ bền,1
Chống nước rất tệ. mưa nhỏ mà đã khiến đèn bị chập. còi cứ kêu inh ỏi không ngừng được.,1
Dùng vài hôm đã đứt dây buộc đèn với cổ xe rồi.,1
Shop giao không đúng sản phẩm quảng cáo,3
"Mua hộ nên không biết thế nào, hy vọng dùng ổn áp",4
Bơm quá yếu mất 10 - 15 lần reset mới bơm được 1 bánh xe,3
mới nhận hàng mà thử bơm không được.   Áp suất rất yếu không thể bơm bánh,1
"tệ, ko giống qc, găng tay kích thước nhỏ, lông thì thưa, lau 3 cái rụng lông, ko có chắc năng chống thấm, qc là 2 mặt, nhưng... tóm lại ae ko nên mua",1
Sản phẩm Không như mong đợi,3
"sản phẩm ko giống như mô tả, xấu hàng kém chất lượng",2
Dùng tạm được.. Giá rẻ nên ko yêu cầu cao quá,3
"Nhìn đẹp, chắc chắn, chưa dùng thử nên chưa biết khả năng chống nắng và nóng như thế nào. Khi nào dùng sẽ review",4
Sản phẩm đúng như giới thiệu. Giao hàng thiếu nhiệt tình. Chậm hơn dụ kiến,3
"Đã nhận sp thấy dịch vụ bán và giao hàng tốt, còn sản phẩm thì thấy trước mắt ok. Còn bền hay không để sử dụng thử vài ngày mới biết.",4
"đèn hoạt động okie, phần vòng đệm hơi rộng, gắn vào cọc yên bị lỏng rơi sâu xuống dưới làm bị khuất ánh sáng khá nhiều",4
"Quá mỏng, không phủ hết xe máy 2 gương",2
"Sổ đường chỉ rất nhiều , kích thước thì nhỏ hơn so với mô tả",2
"Mua 2, trả tiền 2, đóng gói đẹp,  nhưng chỉ giao 1 vậy shop?",1
"- Chân ốc quá ngắn, phải cắt 
 đấu (+); dây đen đấu (-).",3
Sản phẩm quá tệ mũi tên không cháy nỗi đề nghị kiểm tra sản phẩm kỹ trước khi giao hàng,1
cực kỳ tệ. mua về lắp lên xe thì lượng điện ko kéo nỗi tui thất vông về shop lắm. ấn xi nhan thì nó kêo hon 15v làm xi nhan sau ko sáng dc lun.,1
"Chân rất yếu, mỏng mảnh dễ đổ xe, dòn và đã gãy.",1
"Chân chống vẫn còn yếu ,ốc siết vào bị mòn ren",1
"Hàng bên ngoài nhìn ổn nhưng khi siết 2 con ốc gãy cả 2, mới siết nhẹ chưa siết hết tay, chất lượng tệ!",1
"Đồ tốt, vừa vặn, chỉ có ốc là khác màu nhìn chưa ưng bụng thôi",4
"Ổn, lắp đẹp, dùng tốt.",4
"Sản phẩm chất lượng, giá hợp lý.",4
Dịch vụ và policy của Tiki quá tệ,2
Lũ chó này nó lấy thông tin khách hàng rồi đưa cho bên khác ship đồ cho mình không như quảng cáo. Hỏi thì bảo ko phải chúng nó bán,1
"hàng giao ko đúng , làm ăn cho đang hoàng",1
Sảm phẩm chất lượng,4
Bề ngang bản hơi nhỏ,4
Khó gỡ mặt sau khi dán lên đồ vật,1
"Đặt 1 combo mà lại gửi 2 chai Bôi trơn, không uy tín và không chuyên nghiệp chút nào. Vẫn nhận hàng vì mất thời gian chờ đợi và thương anh Shipper. Mất lòng tin vào shop",1
"Sứt mất 1 bên vấu nhựa của chổi vệ sinh xích, lắp vệ sinh cứ rơi ra. Dùng được bình xịt vệ sinh thôi 😌.",3
"Tiki giao hàng nhanh, đống gói kỉ.                                   Còn chất lượng sản phẩm thì chai vệ sinh sài cũng tạm ổn,còn chai dưỡng thì quá thất vọng!mặc dù tôi đã xịt rất ít rồi còn để qua 1 ngày,1 đêm nhưng nước dưỡng vẫn ko khô nổi chạy văng tùm lum.",3
"Giao đúng hẹn ,có tặng thêm bàn chải chà sên như đả nói, chất lượng sẽ đánh",4
Rửa và bôi trơn tốt,4
"Vừa dùng đã rách ngay, đường may tệ",1
Hàng OK rộng dãi thoải mái. Xe lx của mình thì chiều dài bạt thừa ra sau it nhưng k sao. Nhà nuôi mèo thì nên mua k bị cào yên xe,4
Bạt không giống như quảng cáo 3 lớp mà chỉ có 2 lớp khá mỏng và dễ rách. Nhắn tin phản ánh thì shop không trả lời !,1
"cái bạc này không bằng vãi mà là 1 lớp nhựa mỏng, lót 1 lốp bông. trùm xe ngoài trời được có 1 ngày là rách.",1
Sản phẩm để lâu năm bị mụt. Vậy mà vẫn giao bán cho khách vậy shop. Đề nghị giao sản phẩm khác thay thế.,1
"hàng quá mỏng , quá tệ , chưa sử dụng đã rách",1
Chỉ 1 lớp rất mỏng không đúng như quảng cáo là 3 lớp. Rất không hài lòng,1
"Shop bán hàng như hình, chỉ có 1 lớp nilong mỏng như áo mưa phương tiện",1
"Bạt quá mỏng, dễ rách, mau dòn mục",3
"Tiếng chuông nghe vang và đanh. 
Cổ bắt vào xe quá nhỏ và hình dạng không tròn nên chỉ hợp ống tay lái đến 18mm thôi",4
có lop cao su cho thuan tien lắp dat trên ghidong xe khong bị trầy xước. San pham giong nhu quang cao.,4
ko xoay cánh quạt máy bay,1
Cao su non không đc mềm.chất liệu thô,1
"Dễ tháo ghép, chất liệu bình thường, điểm trừ là không có khoa kéo 2 túi sườn!",4
"Giao hàng nhanh, giá cả phù hợp với chất lượng. Tuy nhiên chân chống hay bị xoay. Phải chế thêm săm cao su vào mới dùng được.",4
"Túi đẹp nhưng mà đường may không chắc chắn, chỉ thừa quá nhiều. Khoá để cố định túi đeo vào xe đạp bằng khoá nhám nên sẽ rất mau hư.",3
Sản phẩm không được chắc chắn,3
"Túi mình nhận đc thấy hơi mỏng, xộc xệch, không tương ứng với mức ""cao cấp"". Dùng tạm cũng ok, đc cái tiện, bỏ mấy đồ nhỏ, lặt vặt thì k phải đeo thêm túi bụng😂",4
"Túi kg chắc chắn, phần để dt nên gia cố thể bảo vệ dt tốt hơn , chống va đấp với khung xe",3
"Chất liệu tốt, giao hàng nhanh",4
"giống hình, hơi xộc xệch, ọp ẹp, rẻ mà :((, khuyên nên mua loại đắt tiền >200k cho an toàn",4
"Đặt hàng cả tuần nay, hôm nay nhận được, bơm hoạt động tốt, rất tiếc là đầu vòi bơm bánh bị cong và gãy, lắp đầu vòi bơm banh khác vào không vừa, hỏi shop nơi nào có bán đầu vòi này không? Huhu",3
"Mình mới bơm thử xe đạp thấy ok lắm.
xe máy chắc cũng vậy, còn ô tô nếu bơm chắc mệt....
hài lòng",4
Tôi không hài lòng về bơm tôi chưa dùng nhưng mua một hãng khi giao hàng mở ra hãng kgacs rẻ tièn hơn gọi cho ti ki không thể nào gọi được gọi rất nhiều lần tôi mong đổi lại hàng cho tôi,1
"Mới mua tháng 2/2022 nhưng bây giờ đã hư, không bơm được, bơm đạp hay bị kẹt chốt cài quá tệ",1
TiKi để Shop bán hàng giao không đúng hiệu đã chọn. Yêu cầu phải chấn chỉnh với shop giao hàng,2
"Sơn mau xuống màu,ko phủ được chỗ vết trầy xướt",1
Sơn ko đúng mầu xe nên Sơn vào loang cả xe ko xoá đc vết xước,1
Hàng hỏng ko dùng được.bán hàng kiewur ***,1
Chất lượng xịt kém không đều,1
"chưa dùng nên chưa biêt thê nao, cho Shop 4 sao vi giao đúng mẫu- đúng SL. giao nhanh..",4
"chưa dùng nên chưa biêt thê nao, nên cjo Shop 4 sao vi đung mẫu- giap nhanh",4
Tạm tạm thôi.,4
Sản phẩm tiện dụng. Xi nhan rất được nhưng đèn báo đỏ phía sau thì có lúc lên lúc không. Với lại hơi khó để thấy trên điều khiển là đang xi nhan phải hay trái vào ban ngày.,4
"Khống đúng như quảng cáo, chất lượng kém",3
Okey,4
"Hàng đóng gói cẩn thận, mẫu mã như quảng cáo
Chất lượng cafe trong túi ko thơm, ko có tác dụng khi sử dụng, chỉ lấy đc cái bao",2
"Túi đẹp, mùi cà phê hơi khét",4
Rất tệ.không có mùi thơm.nên không hài lòng,1
"Cà phê không có mùi thơm mà là mùi cháy khét
Treo xe ô tô ngửi mùi thêm say 😑😑",3
"dùng cũng tạm, để dí gând mũi thì rõ mùi, để oto thì thoảng thôi",4
"Mua 2 bộ 4 chai mà giao có 2 chai , nhắn tin Shop mà chưa thấy phản hồi gì hết , tiền thì mình đã thanh toán zalopay 4 chai
Rất là tệ",1
ko chup anh giao hàng đúng hẹn,4
Chùi k hết keo và hiệu quả k cao. Thua thằng xăng thơm,4
Vừa vặn nhưng có mùi,4
"đẹp, chắc chắn",4
